employee_id,employee_name,department,designation,grade,manager_name,completeness_rate,effectiveness_score,engagement_score,eng_sig_completion_rate,eng_sig_pass_rate,eng_sig_avg_score,eng_sig_feedback,eng_sig_speed,verified_certs,is_first_time_voucher,voucher_eligibility,voucher_priority_rank,_view_refreshed_ts
E10324,Ananya Sharma,Cloud & Platform,Cloud Engineer,P1,Vikram Rao,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10312,Anjali Chatterjee,Enterprise Applications,Developer,P1,Rohan Joshi,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10394,Kavya Banerjee,Domain Consulting,Senior Consultant,P2,Meera Reddy,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10459,Neha Kumar,Domain Consulting,Consultant,P1,Meera Reddy,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10336,Aditi Pillai,Bi & Analytics,Senior Analyst,P2,Karan Gupta,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10435,Diya Gupta,Ai & Data Science,Data Scientist,P1,Neha Singh,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10429,Neha Shah,Data Engineering,Senior Data Engineer,P2,Amit Desai,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10332,Nidhi Joshi,Data Engineering,Senior Data Engineer,P2,Amit Desai,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10432,Aditya Singh,Bi & Analytics,Analyst,P1,Priya Sharma,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10467,Neha Nair,Ai & Data Science,Trainee,P1,Neha Singh,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10451,Aditi Pandey,Ai & Data Science,Data Scientist,P1,Neha Singh,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10409,Nidhi Gupta,Enterprise Applications,Developer,P1,Rohan Joshi,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10390,Neha Pillai,Digital Engineering,Software Engineer,P1,Anjali Patel,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10447,Nidhi Banerjee,Data Engineering,Senior Data Engineer,P2,Amit Desai,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10396,Diya Das,Data Engineering,Data Engineer,P1,Amit Desai,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10460,Amit Patel,Domain Consulting,Senior Consultant,P2,Meera Reddy,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10385,Rahul Desai,Bi & Analytics,Contractor,P1,Priya Sharma,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10485,Nidhi Sharma,Cloud & Platform,Trainee,P1,Vikram Rao,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10416,Aarav Menon,Bi & Analytics,Senior Analyst,P2,Priya Sharma,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10352,Neha Singh,Bi & Analytics,Analyst,P1,Karan Gupta,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10358,Diya Desai,Digital Engineering,Software Engineer,P1,Anjali Patel,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10370,Nidhi Mishra,Ai & Data Science,Trainee,P1,Neha Singh,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10424,Rahul Mishra,Digital Engineering,Software Engineer,P1,Anjali Patel,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10347,Rahul Agarwal,Domain Consulting,Consultant,P1,Meera Reddy,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10378,Diya Sharma,Domain Consulting,Consultant,P1,Meera Reddy,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10449,Pooja Das,Bi & Analytics,Analyst,P1,Karan Gupta,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10417,Diya Pillai,Bi & Analytics,Analyst,P1,Karan Gupta,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10350,Anjali Mehta,Data Engineering,Senior Data Engineer,P2,Amit Desai,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10372,Pooja Dubey,Cloud & Platform,Cloud Engineer,P1,Vikram Rao,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10386,Priya Joshi,Ai & Data Science,Data Scientist,P1,Neha Singh,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10455,Diya Shah,Digital Engineering,Software Engineer,P1,Anjali Patel,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10310,Priya Verma,Digital Engineering,Software Engineer,P1,Anjali Patel,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10302,Diya Reddy,Data Engineering,Senior Data Engineer,P2,Amit Desai,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10463,Priya Rao,Data Engineering,Data Engineer,P1,Amit Desai,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10487,Pooja Patel,Digital Engineering,Software Engineer,P1,Anjali Patel,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10388,Anjali Nair,Cloud & Platform,Trainee,P1,Vikram Rao,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10398,Riya Pandey,Data Engineering,Senior Data Engineer,P2,Amit Desai,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10453,Kavya Agarwal,Cloud & Platform,Cloud Engineer,P1,Vikram Rao,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10371,Sai Pandey,Ai & Data Science,Data Scientist,P1,Neha Singh,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10403,Isha Shah,Ai & Data Science,Data Scientist,P1,Neha Singh,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10397,Ishaan Mishra,Data Engineering,Data Engineer,P1,Sneha Iyer,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10425,Priya Pandey,Enterprise Applications,Trainee,P1,Rohan Joshi,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10360,Riya Iyer,Enterprise Applications,Developer,P1,Rohan Joshi,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10321,Ishaan Jain,Bi & Analytics,Analyst,P1,Priya Sharma,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10303,Arjun Rao,Bi & Analytics,Analyst,P1,Priya Sharma,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10479,Isha Tiwari,Data Engineering,Trainee,P1,Amit Desai,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10309,Rahul Pillai,Cloud & Platform,Senior Cloud Engineer,P2,Vikram Rao,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10317,Aditya Pandey,Data Engineering,Contractor,P1,Sneha Iyer,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10326,Isha Kumar,Digital Engineering,Lead Engineer,P2,Anjali Patel,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10474,Ishaan Bose,Enterprise Applications,Developer,P1,Rohan Joshi,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10364,Isha Verma,Data Engineering,Data Engineer,P1,Amit Desai,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10331,Reyansh Desai,Domain Consulting,Trainee,P1,Meera Reddy,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10353,Rohan Kumar,Bi & Analytics,Trainee,P1,Priya Sharma,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10333,Sai Iyer,Data Engineering,Data Engineer,P1,Sneha Iyer,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10475,Riya Das,Domain Consulting,Consultant,P1,Meera Reddy,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10349,Karan Shah,Data Engineering,Data Engineer,P1,Sneha Iyer,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10305,Rohan Joshi,Bi & Analytics,Trainee,P1,Priya Sharma,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10345,Amit Dubey,Enterprise Applications,Developer,P1,Rohan Joshi,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10322,Riya Shah,Ai & Data Science,Trainee,P1,Neha Singh,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10420,Rohan Chatterjee,Ai & Data Science,Data Scientist,P1,Neha Singh,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10341,Arjun Bose,Cloud & Platform,Cloud Engineer,P1,Vikram Rao,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10454,Aarav Jain,Cloud & Platform,Senior Cloud Engineer,P2,Vikram Rao,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10343,Rohan Mishra,Digital Engineering,Senior Engineer,P2,Anjali Patel,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10355,Aditya Gupta,Ai & Data Science,Senior Data Scientist,P2,Neha Singh,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10448,Sai Bose,Bi & Analytics,Analyst,P1,Priya Sharma,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10464,Karan Desai,Bi & Analytics,Senior Analyst,P2,Priya Sharma,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10434,Arjun Patel,Bi & Analytics,Contractor,P1,Priya Sharma,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10315,Rohan Das,Domain Consulting,Senior Consultant,P2,Meera Reddy,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10426,Karan Dubey,Enterprise Applications,Developer,P1,Rohan Joshi,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10391,Rohan Verma,Digital Engineering,Senior Engineer,P2,Anjali Patel,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10430,Rohan Mehta,Data Engineering,Data Engineer,P1,Sneha Iyer,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10357,Arjun Rao,Cloud & Platform,Senior Cloud Engineer,P2,Vikram Rao,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10446,Reyansh Chatterjee,Data Engineering,Data Engineer,P1,Sneha Iyer,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10413,Aditi Joshi,Data Engineering,Data Engineer,P1,Amit Desai,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10410,Sai Reddy,Enterprise Applications,Senior Developer,P2,Rohan Joshi,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10481,Shruti Jain,Bi & Analytics,Senior Analyst,P2,Karan Gupta,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10482,Krishna Shah,Bi & Analytics,Contractor,P1,Priya Sharma,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10488,Vihaan Gupta,Digital Engineering,Senior Engineer,P2,Anjali Patel,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10478,Shaurya Dubey,Data Engineering,Data Engineer,P1,Sneha Iyer,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10476,Atharva Mishra,Domain Consulting,Trainee,P1,Meera Reddy,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10415,Kavya Nair,Data Engineering,Data Engineer,P1,Amit Desai,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10490,Vivaan Rao,Enterprise Applications,Developer,P1,Rohan Joshi,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10306,Neha Iyer,Ai & Data Science,Data Scientist,P1,Neha Singh,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10374,Aditi Agarwal,Digital Engineering,Lead Engineer,P2,Anjali Patel,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10328,Shruti Gupta,Enterprise Applications,Trainee,P1,Rohan Joshi,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10486,Sai Singh,Cloud & Platform,Cloud Engineer,P1,Vikram Rao,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10433,Kavya Kumar,Bi & Analytics,Senior Analyst,P2,Karan Gupta,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10440,Shaurya Iyer,Digital Engineering,Senior Engineer,P2,Anjali Patel,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10402,Shaurya Jain,Bi & Analytics,Trainee,P1,Priya Sharma,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10418,Arjun Verma,Bi & Analytics,Analyst,P1,Priya Sharma,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10381,Rohan Patel,Data Engineering,Data Engineer,P1,Sneha Iyer,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10427,Anjali Agarwal,Domain Consulting,Consultant,P1,Meera Reddy,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10363,Shaurya Pillai,Domain Consulting,Senior Consultant,P2,Meera Reddy,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10318,Kavya Dubey,Data Engineering,Data Engineer,P1,Amit Desai,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10366,Shruti Chatterjee,Data Engineering,Data Engineer,P1,Amit Desai,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10472,Arjun Chatterjee,Digital Engineering,Software Engineer,P1,Anjali Patel,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10412,Vihaan Desai,Domain Consulting,Senior Consultant,P2,Meera Reddy,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10473,Diya Banerjee,Enterprise Applications,Trainee,P1,Rohan Joshi,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10325,Shaurya Singh,Cloud & Platform,Contractor,P1,Vikram Rao,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10468,Rohan Menon,Ai & Data Science,Data Scientist,P1,Neha Singh,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10339,Aarav Chatterjee,Ai & Data Science,Senior Data Scientist,P2,Neha Singh,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10438,Atharva Desai,Cloud & Platform,Cloud Engineer,P1,Vikram Rao,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10356,Kavya Reddy,Cloud & Platform,Cloud Engineer,P1,Vikram Rao,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10387,Karan Iyer,Ai & Data Science,Senior Data Scientist,P2,Neha Singh,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10323,Atharva Mehta,Ai & Data Science,Data Scientist,P1,Neha Singh,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10443,Shruti Pillai,Domain Consulting,Senior Consultant,P2,Meera Reddy,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10329,Krishna Reddy,Enterprise Applications,Developer,P1,Rohan Joshi,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10384,Sneha Rao,Bi & Analytics,Senior Analyst,P2,Karan Gupta,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10319,Arjun Tiwari,Bi & Analytics,Senior Analyst,P2,Priya Sharma,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10422,Amit Bose,Cloud & Platform,Contractor,P1,Vikram Rao,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10445,Tanya Yadav,Data Engineering,Data Engineer,P1,Amit Desai,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10436,Ishaan Reddy,Ai & Data Science,Senior Data Scientist,P2,Neha Singh,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10423,Sneha Das,Digital Engineering,Lead Engineer,P2,Anjali Patel,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10346,Sneha Tiwari,Domain Consulting,Senior Consultant,P2,Meera Reddy,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10461,Sneha Gupta,Data Engineering,Data Engineer,P1,Amit Desai,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10437,Riya Rao,Cloud & Platform,Trainee,P1,Vikram Rao,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10399,Atharva Dubey,Bi & Analytics,Analyst,P1,Priya Sharma,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10367,Krishna Banerjee,Bi & Analytics,Senior Analyst,P2,Priya Sharma,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10376,Kavya Shah,Enterprise Applications,Trainee,P1,Rohan Joshi,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10484,Reyansh Kumar,Ai & Data Science,Senior Data Scientist,P2,Neha Singh,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10489,Aditi Reddy,Enterprise Applications,Contractor,P1,Rohan Joshi,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10338,Kavya Yadav,Ai & Data Science,Data Scientist,P1,Neha Singh,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10471,Kavya Yadav,Digital Engineering,Lead Engineer,P2,Anjali Patel,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10483,Tanya Mehta,Ai & Data Science,Data Scientist,P1,Neha Singh,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10368,Tanya Bose,Bi & Analytics,Analyst,P1,Karan Gupta,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10375,Vivaan Jain,Digital Engineering,Software Engineer,P1,Anjali Patel,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10407,Tanya Kumar,Digital Engineering,Software Engineer,P1,Anjali Patel,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10369,Reyansh Das,Bi & Analytics,Analyst,P1,Priya Sharma,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10330,Tanya Rao,Domain Consulting,Consultant,P1,Meera Reddy,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10405,Shruti Sharma,Cloud & Platform,Cloud Engineer,P1,Vikram Rao,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10361,Atharva Nair,Enterprise Applications,Senior Developer,P2,Rohan Joshi,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10307,Amit Nair,Ai & Data Science,Senior Data Scientist,P2,Neha Singh,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10406,Krishna Singh,Cloud & Platform,Senior Cloud Engineer,P2,Vikram Rao,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10380,Meera Kumar,Data Engineering,Senior Data Engineer,P2,Amit Desai,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10382,Neha Gupta,Data Engineering,Trainee,P1,Amit Desai,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10462,Rahul Reddy,Data Engineering,Contractor,P1,Sneha Iyer,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10320,Diya Agarwal,Bi & Analytics,Analyst,P1,Karan Gupta,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10335,Vihaan Menon,Bi & Analytics,Analyst,P1,Priya Sharma,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10373,Vihaan Tiwari,Cloud & Platform,Contractor,P1,Vikram Rao,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10313,Vikram Banerjee,Enterprise Applications,Senior Developer,P2,Rohan Joshi,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10466,Vikram Iyer,Bi & Analytics,Analyst,P1,Priya Sharma,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10428,Vikram Jain,Domain Consulting,Trainee,P1,Meera Reddy,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10444,Krishna Verma,Domain Consulting,Consultant,P1,Meera Reddy,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10465,Anjali Joshi,Bi & Analytics,Analyst,P1,Karan Gupta,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10452,Vivaan Dubey,Ai & Data Science,Senior Data Scientist,P2,Neha Singh,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10450,Vihaan Mishra,Bi & Analytics,Trainee,P1,Priya Sharma,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10414,Vivaan Iyer,Data Engineering,Contractor,P1,Sneha Iyer,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10411,Pooja Rao,Domain Consulting,Consultant,P1,Meera Reddy,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10308,Sneha Menon,Cloud & Platform,Cloud Engineer,P1,Vikram Rao,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10458,Rohan Singh,Enterprise Applications,Senior Developer,P2,Rohan Joshi,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10314,Neha Bose,Domain Consulting,Consultant,P1,Meera Reddy,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10348,Priya Jain,Data Engineering,Data Engineer,P1,Amit Desai,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10393,Aditya Chatterjee,Enterprise Applications,Developer,P1,Rohan Joshi,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10457,Meera Sharma,Enterprise Applications,Developer,P1,Rohan Joshi,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10389,Vikram Menon,Cloud & Platform,Cloud Engineer,P1,Vikram Rao,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10377,Aarav Mehta,Enterprise Applications,Developer,P1,Rohan Joshi,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
E10480,Ayaan Agarwal,Bi & Analytics,Analyst,P1,Priya Sharma,0,0,0,0,0,0,0,0,0,TRUE,Not Eligible,3,2026-06-10T12:56:37.672Z
