employee_id,employee_name,department,designation,grade,location,manager_name,is_manager,is_fresher,total_prior_exp_years,current_tenure_years,employee_scd_version,completeness_rate,effectiveness_score,engagement_score,skill_gap_index,verified_certs,eng_sig_completion_rate,eng_sig_pass_rate,eng_sig_avg_score,eng_sig_feedback,eng_sig_speed,total_courses,completed_courses,passed_courses,avg_learning_days,avg_days_to_complete,skills,skill_categories,distinct_skill_count,ready_skill_count,certifications,cert_vendors,total_certs,verified_cert_count,completed_course_ids,completed_course_domains,is_first_time_voucher,voucher_eligibility,agent_context_text,_view_refreshed_ts
E10227,Meera Pillai,Cloud & Platform,Cloud Engineer,P1,Pune,Vikram Rao,false,false,2,4.42,1,100.00,93,74.35,100.00,1,100.00,100.00,93,0,7.5,1,1,1,551,26,AWS,Cloud & DevOps,1,0,PySpark Basic Certification,Databricks,1,1,C1011_DB,Data & BI,true,100% Free — First Timer,"Meera Pillai (E10227) is a Cloud Engineer in Cloud & Platform at grade P1, reporting to Vikram Rao. Tenure: 4.4 yrs. Completed 1/1 courses. Effectiveness score: 93.0/100. Engagement score: 74.35/100 (completion=100.00%, pass=100.00%, score=93.0, feedback=0.0, speed=7.5). Skill gap index: 100.00%. Verified certs: 1. Skills: AWS. Certifications: PySpark Basic Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10112,Meera Rao,Ai & Data Science,Data Scientist,P1,Pune,Neha Singh,false,false,2,6.3,1,100.00,86,89.55,0.00,1,100.00,100.00,86,84,47.5,2,2,2,270,21,Machine Learning,Data & Analytics,1,1,Azure Cloud Administration Certification,Microsoft,1,1,C1201_MS,Microsoft / Office,true,100% Free — First Timer,"Meera Rao (E10112) is a Data Scientist in Ai & Data Science at grade P1, reporting to Neha Singh. Tenure: 6.3 yrs. Completed 2/2 courses. Effectiveness score: 86.0/100. Engagement score: 89.55/100 (completion=100.00%, pass=100.00%, score=86.0, feedback=84.0, speed=47.5). Skill gap index: 0.00%. Verified certs: 1. Skills: Machine Learning. Certifications: Azure Cloud Administration Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10010,Meera Reddy,Domain Consulting,Manager,M1,Bangalore,Anita Joshi,true,false,3.61,9.38,1,50.00,84,49.05,100.00,2,50.00,50.00,42,78,14.5,4,2,2,34,19,Healthcare Analytics,Domain / Industry,1,0,"Databricks Lakehouse Fundamentals Certification, Healthcare Analytics Certificate","Databricks, Coursera",2,2,C1301_CR,Core / Compliance,true,100% Free — First Timer,"Meera Reddy (E10010) is a Manager in Domain Consulting at grade M1, reporting to Anita Joshi. Tenure: 9.4 yrs. Completed 2/4 courses. Effectiveness score: 84.0/100. Engagement score: 49.05/100 (completion=50.00%, pass=50.00%, score=42.0, feedback=78.0, speed=14.5). Skill gap index: 100.00%. Verified certs: 2. Skills: Healthcare Analytics. Certifications: Databricks Lakehouse Fundamentals Certification, Healthcare Analytics Certificate. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10457,Meera Sharma,Enterprise Applications,Developer,P1,Pune,Rohan Joshi,false,false,2.04,5.91,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Supply Chain,Domain / Industry,1,1,None,None,0,0,None,None,true,Not Eligible,"Meera Sharma (E10457) is a Developer in Enterprise Applications at grade P1, reporting to Rohan Joshi. Tenure: 5.9 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: Supply Chain. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10431,Meera Sharma,Data Engineering,Trainee,P1,Chennai,Amit Desai,false,true,0.53,2.73,1,0.00,0,0,100.00,0,0.00,0.00,0,0,0,0,0,0,0,0,SQL,Data & Analytics,1,0,None,None,0,0,None,None,true,Not Eligible,"Meera Sharma (E10431) is a Trainee in Data Engineering at grade P1, reporting to Amit Desai. Tenure: 2.7 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 100.00%. Verified certs: 0. Skills: SQL. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10188,Meera Singh,Data Engineering,Trainee,P1,Chennai,Amit Desai,false,true,0.58,3.4,1,100.00,90,73.6,0.00,1,100.00,100.00,90,0,6,1,1,1,457,26,ETL,Data & Analytics,1,1,Delta Lake Core Certification,Databricks,1,1,C1021_DB,Data & BI,true,100% Free — First Timer,"Meera Singh (E10188) is a Trainee in Data Engineering at grade P1, reporting to Amit Desai. Tenure: 3.4 yrs. Completed 1/1 courses. Effectiveness score: 90.0/100. Engagement score: 73.6/100 (completion=100.00%, pass=100.00%, score=90.0, feedback=0.0, speed=6.0). Skill gap index: 0.00%. Verified certs: 1. Skills: ETL. Certifications: Delta Lake Core Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10074,Meera Tiwari,Data Engineering,Data Engineer,P1,Pune,Amit Desai,false,false,1.99,4.39,1,50.00,85,54.8,0.00,2,50.00,50.00,42.5,92,50,4,2,2,178,20,Databricks,Data & Analytics,1,1,"Enterprise Agile Frameworks Certificate, Azure Synapse Analytics Certification","Microsoft, Coursera",2,2,C1431_CR,Core / Compliance,true,100% Free — First Timer,"Meera Tiwari (E10074) is a Data Engineer in Data Engineering at grade P1, reporting to Amit Desai. Tenure: 4.4 yrs. Completed 2/4 courses. Effectiveness score: 85.0/100. Engagement score: 54.8/100 (completion=50.00%, pass=50.00%, score=42.5, feedback=92.0, speed=50.0). Skill gap index: 0.00%. Verified certs: 2. Skills: Databricks. Certifications: Enterprise Agile Frameworks Certificate, Azure Synapse Analytics Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10419,Meera Yadav,Ai & Data Science,Trainee,P1,Chennai,Neha Singh,false,true,0.53,2.7,1,0.00,0,0,100.00,0,0.00,0.00,0,0,0,0,0,0,0,0,AWS,Cloud & DevOps,1,0,None,None,0,0,None,None,true,Not Eligible,"Meera Yadav (E10419) is a Trainee in Ai & Data Science at grade P1, reporting to Neha Singh. Tenure: 2.7 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 100.00%. Verified certs: 0. Skills: AWS. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10392,Meera Yadav,Enterprise Applications,Contractor,P1,Bangalore,Rohan Joshi,false,false,2.04,4.52,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Supply Chain,Domain / Industry,1,1,None,None,0,0,None,None,true,Not Eligible,"Meera Yadav (E10392) is a Contractor in Enterprise Applications at grade P1, reporting to Rohan Joshi. Tenure: 4.5 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: Supply Chain. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10421,Neha Banerjee,Cloud & Platform,Cloud Engineer,P1,Pune,Vikram Rao,false,false,2.04,3.93,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,JavaScript,Programming,1,1,None,None,0,0,None,None,true,Not Eligible,"Neha Banerjee (E10421) is a Cloud Engineer in Cloud & Platform at grade P1, reporting to Vikram Rao. Tenure: 3.9 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: JavaScript. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10122,Neha Banerjee,Data Engineering,Data Engineer,P1,Chennai,Amit Desai,false,false,2.04,4.01,1,100.00,94,91.4,0.00,1,100.00,100.00,94,84,50,2,2,2,294,20,Databricks,Data & Analytics,1,1,Azure Cloud Administration Certification,Microsoft,1,1,C1201_MS,Microsoft / Office,true,100% Free — First Timer,"Neha Banerjee (E10122) is a Data Engineer in Data Engineering at grade P1, reporting to Amit Desai. Tenure: 4.0 yrs. Completed 2/2 courses. Effectiveness score: 94.0/100. Engagement score: 91.4/100 (completion=100.00%, pass=100.00%, score=94.0, feedback=84.0, speed=50.0). Skill gap index: 0.00%. Verified certs: 1. Skills: Databricks. Certifications: Azure Cloud Administration Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10314,Neha Bose,Domain Consulting,Consultant,P1,Bangalore,Meera Reddy,false,false,2.04,5.09,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Databricks,Data & Analytics,1,1,None,None,0,0,None,None,true,Not Eligible,"Neha Bose (E10314) is a Consultant in Domain Consulting at grade P1, reporting to Meera Reddy. Tenure: 5.1 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: Databricks. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10046,Neha Dubey,Bi & Analytics,Analyst,P1,Bangalore,Priya Sharma,false,false,2.1,3.66,1,50.00,81,50.05,0.00,2,50.00,50.00,40.5,86,15.5,4,2,2,115,26,Power BI,Visualization & BI,1,1,"Azure Cloud Administration Certification, Azure Data Fundamentals DP-900",Microsoft,2,2,C1151_MS,Microsoft / Office,true,100% Free — First Timer,"Neha Dubey (E10046) is a Analyst in Bi & Analytics at grade P1, reporting to Priya Sharma. Tenure: 3.7 yrs. Completed 2/4 courses. Effectiveness score: 81.0/100. Engagement score: 50.05/100 (completion=50.00%, pass=50.00%, score=40.5, feedback=86.0, speed=15.5). Skill gap index: 0.00%. Verified certs: 2. Skills: Power BI. Certifications: Azure Cloud Administration Certification, Azure Data Fundamentals DP-900. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10382,Neha Gupta,Data Engineering,Trainee,P1,Chennai,Amit Desai,false,true,0.53,2.73,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Tableau,Visualization & BI,1,1,None,None,0,0,None,None,true,Not Eligible,"Neha Gupta (E10382) is a Trainee in Data Engineering at grade P1, reporting to Amit Desai. Tenure: 2.7 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: Tableau. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10306,Neha Iyer,Ai & Data Science,Data Scientist,P1,Pune,Neha Singh,false,false,2.01,6.38,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Azure,Cloud & DevOps,1,1,None,None,0,0,None,None,true,Not Eligible,"Neha Iyer (E10306) is a Data Scientist in Ai & Data Science at grade P1, reporting to Neha Singh. Tenure: 6.4 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: Azure. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10076,Neha Jain,Data Engineering,Data Engineer,P1,Hyderabad,Amit Desai,false,false,2.03,6.13,1,50.00,81,49.4,100.00,2,50.00,50.00,40.5,88,6,4,2,2,184,21,SQL,Data & Analytics,1,0,"Databricks Lakehouse Fundamentals Certification, Azure Cloud Administration Certification","Databricks, Microsoft",2,2,C1001_DB,Data & BI,true,100% Free — First Timer,"Neha Jain (E10076) is a Data Engineer in Data Engineering at grade P1, reporting to Amit Desai. Tenure: 6.1 yrs. Completed 2/4 courses. Effectiveness score: 81.0/100. Engagement score: 49.4/100 (completion=50.00%, pass=50.00%, score=40.5, feedback=88.0, speed=6.0). Skill gap index: 100.00%. Verified certs: 2. Skills: SQL. Certifications: Databricks Lakehouse Fundamentals Certification, Azure Cloud Administration Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10114,Neha Joshi,Cloud & Platform,Cloud Engineer,P1,Bangalore,Vikram Rao,false,false,2.02,4.9,1,100.00,78,89.4,0.00,1,100.00,100.00,78,92,50,2,2,2,276,20,Azure,Cloud & DevOps,1,1,Enterprise Agile Frameworks Certificate,Coursera,1,1,C1431_CR,Core / Compliance,true,100% Free — First Timer,"Neha Joshi (E10114) is a Cloud Engineer in Cloud & Platform at grade P1, reporting to Vikram Rao. Tenure: 4.9 yrs. Completed 2/2 courses. Effectiveness score: 78.0/100. Engagement score: 89.4/100 (completion=100.00%, pass=100.00%, score=78.0, feedback=92.0, speed=50.0). Skill gap index: 0.00%. Verified certs: 1. Skills: Azure. Certifications: Enterprise Agile Frameworks Certificate. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10459,Neha Kumar,Domain Consulting,Consultant,P1,Bangalore,Meera Reddy,false,false,2.04,5.09,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,ETL,Data & Analytics,1,1,None,None,0,0,None,None,true,Not Eligible,"Neha Kumar (E10459) is a Consultant in Domain Consulting at grade P1, reporting to Meera Reddy. Tenure: 5.1 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: ETL. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10198,Neha Menon,Enterprise Applications,Contractor,P1,Bangalore,Rohan Joshi,false,false,2,5.11,1,100.00,78,71,100.00,1,100.00,100.00,78,0,4,1,1,1,481,26,Salesforce,Enterprise Apps,1,0,Databricks SQL Certification,Databricks,1,1,C1031_DB,Data & BI,true,100% Free — First Timer,"Neha Menon (E10198) is a Contractor in Enterprise Applications at grade P1, reporting to Rohan Joshi. Tenure: 5.1 yrs. Completed 1/1 courses. Effectiveness score: 78.0/100. Engagement score: 71.0/100 (completion=100.00%, pass=100.00%, score=78.0, feedback=0.0, speed=4.0). Skill gap index: 100.00%. Verified certs: 1. Skills: Salesforce. Certifications: Databricks SQL Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10152,Neha Mishra,Domain Consulting,Senior Consultant,P2,Chennai,Meera Reddy,false,false,5.04,7.73,1,100.00,90,89.95,0.00,1,100.00,100.00,90,84,43.5,2,2,2,372,23,Supply Chain,Domain / Industry,1,1,Azure Cloud Administration Certification,Microsoft,1,1,C1201_MS,Microsoft / Office,true,100% Free — First Timer,"Neha Mishra (E10152) is a Senior Consultant in Domain Consulting at grade P2, reporting to Meera Reddy. Tenure: 7.7 yrs. Completed 2/2 courses. Effectiveness score: 90.0/100. Engagement score: 89.95/100 (completion=100.00%, pass=100.00%, score=90.0, feedback=84.0, speed=43.5). Skill gap index: 0.00%. Verified certs: 1. Skills: Supply Chain. Certifications: Azure Cloud Administration Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10467,Neha Nair,Ai & Data Science,Trainee,P1,Chennai,Neha Singh,false,true,0.53,2.7,1,0.00,0,0,100.00,0,0.00,0.00,0,0,0,0,0,0,0,0,AWS,Cloud & DevOps,1,0,None,None,0,0,None,None,true,Not Eligible,"Neha Nair (E10467) is a Trainee in Ai & Data Science at grade P1, reporting to Neha Singh. Tenure: 2.7 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 100.00%. Verified certs: 0. Skills: AWS. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10344,Neha Pandey,Enterprise Applications,Contractor,P1,Bangalore,Rohan Joshi,false,false,2.04,4.52,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Supply Chain,Domain / Industry,1,1,None,None,0,0,None,None,true,Not Eligible,"Neha Pandey (E10344) is a Contractor in Enterprise Applications at grade P1, reporting to Rohan Joshi. Tenure: 4.5 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: Supply Chain. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10190,Neha Patel,Bi & Analytics,Senior Analyst,P2,Pune,Karan Gupta,false,false,5.04,7.47,1,100.00,88,74.7,0.00,1,100.00,100.00,88,0,21,1,1,1,462,24,Tableau,Visualization & BI,1,1,Azure Data Factory Certification,Microsoft,1,1,C1171_MS,Microsoft / Office,true,100% Free — First Timer,"Neha Patel (E10190) is a Senior Analyst in Bi & Analytics at grade P2, reporting to Karan Gupta. Tenure: 7.5 yrs. Completed 1/1 courses. Effectiveness score: 88.0/100. Engagement score: 74.7/100 (completion=100.00%, pass=100.00%, score=88.0, feedback=0.0, speed=21.0). Skill gap index: 0.00%. Verified certs: 1. Skills: Tableau. Certifications: Azure Data Factory Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10390,Neha Pillai,Digital Engineering,Software Engineer,P1,Pune,Anjali Patel,false,false,2,4.39,1,0.00,0,0,100.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Salesforce,Enterprise Apps,1,0,None,None,0,0,None,None,true,Not Eligible,"Neha Pillai (E10390) is a Software Engineer in Digital Engineering at grade P1, reporting to Anjali Patel. Tenure: 4.4 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 100.00%. Verified certs: 0. Skills: Salesforce. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10275,Neha Rao,Cloud & Platform,Cloud Engineer,P1,Pune,Vikram Rao,false,false,2.04,3.93,1,100.00,93,74.7,100.00,1,100.00,100.00,93,0,11,1,1,1,661,25,AWS,Cloud & DevOps,1,0,Healthcare Analytics Certificate,Coursera,1,1,C1301_CR,Core / Compliance,true,100% Free — First Timer,"Neha Rao (E10275) is a Cloud Engineer in Cloud & Platform at grade P1, reporting to Vikram Rao. Tenure: 3.9 yrs. Completed 1/1 courses. Effectiveness score: 93.0/100. Engagement score: 74.7/100 (completion=100.00%, pass=100.00%, score=93.0, feedback=0.0, speed=11.0). Skill gap index: 100.00%. Verified certs: 1. Skills: AWS. Certifications: Healthcare Analytics Certificate. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10084,Neha Reddy,Digital Engineering,Lead Engineer,P2,Bangalore,Anjali Patel,false,false,5,9.3,1,50.00,92,55.2,0.00,2,50.00,50.00,46,90,50,4,2,2,205,20,Full Stack,Programming,1,1,"Azure Data Factory Certification, Enterprise Agile Frameworks Certificate","Microsoft, Coursera",2,2,C1431_CR,Core / Compliance,true,100% Free — First Timer,"Neha Reddy (E10084) is a Lead Engineer in Digital Engineering at grade P2, reporting to Anjali Patel. Tenure: 9.3 yrs. Completed 2/4 courses. Effectiveness score: 92.0/100. Engagement score: 55.2/100 (completion=50.00%, pass=50.00%, score=46.0, feedback=90.0, speed=50.0). Skill gap index: 0.00%. Verified certs: 2. Skills: Full Stack. Certifications: Azure Data Factory Certification, Enterprise Agile Frameworks Certificate. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10429,Neha Shah,Data Engineering,Senior Data Engineer,P2,Bangalore,Amit Desai,false,false,5.01,6.58,1,0.00,0,0,100.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Power BI,Visualization & BI,1,0,None,None,0,0,None,None,true,Not Eligible,"Neha Shah (E10429) is a Senior Data Engineer in Data Engineering at grade P2, reporting to Amit Desai. Tenure: 6.6 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 100.00%. Verified certs: 0. Skills: Power BI. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10267,Neha Shah,Data Engineering,Data Engineer,P1,Chennai,Amit Desai,false,false,2.04,4.25,1,100.00,83,72.45,0.00,1,100.00,100.00,83,0,8.5,1,1,1,643,24,ETL,Data & Analytics,1,1,PySpark Basic Certification,Databricks,1,1,C1011_DB,Data & BI,true,100% Free — First Timer,"Neha Shah (E10267) is a Data Engineer in Data Engineering at grade P1, reporting to Amit Desai. Tenure: 4.3 yrs. Completed 1/1 courses. Effectiveness score: 83.0/100. Engagement score: 72.45/100 (completion=100.00%, pass=100.00%, score=83.0, feedback=0.0, speed=8.5). Skill gap index: 0.00%. Verified certs: 1. Skills: ETL. Certifications: PySpark Basic Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10160,Neha Sharma,Ai & Data Science,Data Scientist,P1,Pune,Neha Singh,false,false,2.02,5.71,1,100.00,86,86.7,0.00,1,100.00,100.00,86,80,25,2,2,2,393,24,Machine Learning,Data & Analytics,1,1,Azure Synapse Analytics Certification,Microsoft,1,1,C1161_MS,Microsoft / Office,true,100% Free — First Timer,"Neha Sharma (E10160) is a Data Scientist in Ai & Data Science at grade P1, reporting to Neha Singh. Tenure: 5.7 yrs. Completed 2/2 courses. Effectiveness score: 86.0/100. Engagement score: 86.7/100 (completion=100.00%, pass=100.00%, score=86.0, feedback=80.0, speed=25.0). Skill gap index: 0.00%. Verified certs: 1. Skills: Machine Learning. Certifications: Azure Synapse Analytics Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10352,Neha Singh,Bi & Analytics,Analyst,P1,Chennai,Karan Gupta,false,false,2.04,5.23,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Machine Learning,Data & Analytics,1,1,None,None,0,0,None,None,true,Not Eligible,"Neha Singh (E10352) is a Analyst in Bi & Analytics at grade P1, reporting to Karan Gupta. Tenure: 5.2 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: Machine Learning. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10006,Neha Singh,Ai & Data Science,Manager,M1,Hyderabad,Suresh Nair,true,false,4.08,10.77,1,50.00,81,54,100.00,2,50.00,50.00,40.5,70,79,4,2,2,29,19,Machine Learning,Data & Analytics,1,0,"Azure OpenAI Architect Certification, Azure Cloud Administration Certification",Microsoft,2,2,C1251_MS,Microsoft / Office,true,100% Free — First Timer,"Neha Singh (E10006) is a Manager in Ai & Data Science at grade M1, reporting to Suresh Nair. Tenure: 10.8 yrs. Completed 2/4 courses. Effectiveness score: 81.0/100. Engagement score: 54.0/100 (completion=50.00%, pass=50.00%, score=40.5, feedback=70.0, speed=79.0). Skill gap index: 100.00%. Verified certs: 2. Skills: Machine Learning. Certifications: Azure OpenAI Architect Certification, Azure Cloud Administration Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10237,Neha Tiwari,Data Engineering,Trainee,P1,Chennai,Amit Desai,false,true,0.54,3.31,1,100.00,81,71.85,100.00,1,100.00,100.00,81,0,6.5,1,1,1,574,24,Power BI,Visualization & BI,1,0,Delta Lake Core Certification,Databricks,1,1,C1021_DB,Data & BI,true,100% Free — First Timer,"Neha Tiwari (E10237) is a Trainee in Data Engineering at grade P1, reporting to Amit Desai. Tenure: 3.3 yrs. Completed 1/1 courses. Effectiveness score: 81.0/100. Engagement score: 71.85/100 (completion=100.00%, pass=100.00%, score=81.0, feedback=0.0, speed=6.5). Skill gap index: 100.00%. Verified certs: 1. Skills: Power BI. Certifications: Delta Lake Core Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10038,Neha Verma,Ai & Data Science,Trainee,P1,Hyderabad,Neha Singh,false,true,0.5,3.22,1,50.00,89,56.8,100.00,2,50.00,50.00,44.5,96,60,4,2,2,96,25,Python,Programming,1,0,"Enterprise Agile Frameworks Certificate, Azure OpenAI Architect Certification","Coursera, Microsoft",2,2,C1251_MS,Microsoft / Office,true,100% Free — First Timer,"Neha Verma (E10038) is a Trainee in Ai & Data Science at grade P1, reporting to Neha Singh. Tenure: 3.2 yrs. Completed 2/4 courses. Effectiveness score: 89.0/100. Engagement score: 56.8/100 (completion=50.00%, pass=50.00%, score=44.5, feedback=96.0, speed=60.0). Skill gap index: 100.00%. Verified certs: 2. Skills: Python. Certifications: Enterprise Agile Frameworks Certificate, Azure OpenAI Architect Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10229,Neha Yadav,Digital Engineering,Lead Engineer,P2,Bangalore,Anjali Patel,false,false,5,8.11,1,100.00,89,74.35,0.00,1,100.00,100.00,89,0,15.5,1,1,1,554,26,JavaScript,Programming,1,1,Azure Data Fundamentals DP-900,Microsoft,1,1,C1151_MS,Microsoft / Office,true,100% Free — First Timer,"Neha Yadav (E10229) is a Lead Engineer in Digital Engineering at grade P2, reporting to Anjali Patel. Tenure: 8.1 yrs. Completed 1/1 courses. Effectiveness score: 89.0/100. Engagement score: 74.35/100 (completion=100.00%, pass=100.00%, score=89.0, feedback=0.0, speed=15.5). Skill gap index: 0.00%. Verified certs: 1. Skills: JavaScript. Certifications: Azure Data Fundamentals DP-900. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10102,Nidhi Agarwal,Enterprise Applications,Contractor,P1,Bangalore,Rohan Joshi,false,false,2,5.31,1,100.00,78,88.2,100.00,1,100.00,100.00,78,84,50,2,2,2,248,20,Salesforce,Enterprise Apps,1,0,Azure Cloud Administration Certification,Microsoft,1,1,C1201_MS,Microsoft / Office,true,100% Free — First Timer,"Nidhi Agarwal (E10102) is a Contractor in Enterprise Applications at grade P1, reporting to Rohan Joshi. Tenure: 5.3 yrs. Completed 2/2 courses. Effectiveness score: 78.0/100. Engagement score: 88.2/100 (completion=100.00%, pass=100.00%, score=78.0, feedback=84.0, speed=50.0). Skill gap index: 100.00%. Verified certs: 1. Skills: Salesforce. Certifications: Azure Cloud Administration Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
